"NombreMunicipio","CodigoMunicipio","NombreRegion","CodigoRegion","Ubicación","Año","CausaMortalidad","TipoPoblacionObjetivo","NumeroPoblacionObjetivo","NumeroCasos"
"Urrao","05847","SUROESTE","8","POINT (-76.134557 6.317018)","2006","Maternas","Nacidos vivos","459","0"
"Valdivia","05854","NORTE","5","POINT (-75.391627 7.292119)","2006","Maternas","Nacidos vivos","412","0"
"Valparaíso","05856","SUROESTE","8","POINT (-75.62448 5.616356)","2006","Maternas","Nacidos vivos","88","0"
"Vegachí","05858","NORDESTE","4","POINT (-74.798745 6.77151)","2006","Maternas","Nacidos vivos","251","0"
"Venecia","05861","SUROESTE","8","POINT (-75.733897 5.963555)","2006","Maternas","Nacidos vivos","197","0"
"Vigía del Fuerte","05873","URABA","9","POINT (-76.896085 6.589081)","2006","Maternas","Nacidos vivos","134","0"
"Yalí","05885","NORDESTE","4","POINT (-74.842107 6.675328)","2006","Maternas","Nacidos vivos","87","0"
"Yarumal","05887","NORTE","5","POINT (-75.416733 6.963321)","2006","Maternas","Nacidos vivos","936","0"
"Yolombó","05890","NORDESTE","4","POINT (-75.01183 6.59926)","2006","Maternas","Nacidos vivos","354","0"
"Yondó","05893","MAGDALENA MEDIO","3","POINT (-73.909599 7.007398)","2006","Maternas","Nacidos vivos","303","0"
"Zaragoza","05895","BAJO CAUCA","2","POINT (-74.868261 7.492548)","2006","Maternas","Nacidos vivos","589","0"
"Abejorral","05002","ORIENTE","7","POINT (-75.427045 5.79145)","2007","Maternas","Nacidos vivos","293","0"
"Abriaquí","05004","OCCIDENTE","6","POINT (-76.064563 6.63197)","2007","Maternas","Nacidos vivos","22","0"
"Alejandría","05021","ORIENTE","7","POINT (-75.141258 6.376923)","2007","Maternas","Nacidos vivos","67","0"
"Amagá","05030","SUROESTE","8","POINT (-75.703216 6.04063)","2007","Maternas","Nacidos vivos","373","0"
"Amalfi","05031","NORDESTE","4","POINT (-75.075028 6.907385)","2007","Maternas","Nacidos vivos","427","0"
"Andes","05034","SUROESTE","8","POINT (-75.877699 5.655629)","2007","Maternas","Nacidos vivos","683","0"
"Angelópolis","05036","SUROESTE","8","POINT (-75.710262 6.111531)","2007","Maternas","Nacidos vivos","91","0"
"Angostura","05038","NORTE","5","POINT (-75.334973 6.885789)","2007","Maternas","Nacidos vivos","193","0"
"Anorí","05040","NORDESTE","4","POINT (-75.145827 7.073577)","2007","Maternas","Nacidos vivos","280","0"
"Anzá","05044","OCCIDENTE","6","POINT (-75.854027 6.303405)","2007","Maternas","Nacidos vivos","131","0"
"Apartadó","05045","URABA","9","POINT (-76.630692 7.887047)","2007","Maternas","Nacidos vivos","2,870","1"
"Arboletes","05051","URABA","9","POINT (-76.427353 8.852936)","2007","Maternas","Nacidos vivos","505","0"
"Argelia","05055","ORIENTE","7","POINT (-75.142821 5.731236)","2007","Maternas","Nacidos vivos","143","1"
"Armenia","05059","OCCIDENTE","6","POINT (-75.787666 6.156497)","2007","Maternas","Nacidos vivos","55","0"
"Barbosa","05079","VALLE DE ABURRA","1","POINT (-75.331286 6.437248)","2007","Maternas","Nacidos vivos","653","2"
"Bello","05088","VALLE DE ABURRA","1","POINT (-75.558281 6.334985)","2007","Maternas","Nacidos vivos","5,463","0"
"Belmira","05086","NORTE","5","POINT (-75.667252 6.606713)","2007","Maternas","Nacidos vivos","91","0"
"Betania","05091","SUROESTE","8","POINT (-75.976261 5.745292)","2007","Maternas","Nacidos vivos","169","0"
"Betulia","05093","SUROESTE","8","POINT (-75.984594 6.113454)","2007","Maternas","Nacidos vivos","310","0"
"Briceño","05107","NORTE","5","POINT (-75.551532 7.110465)","2007","Maternas","Nacidos vivos","220","0"
"Buriticá","05113","OCCIDENTE","6","POINT (-75.907102 6.719872)","2007","Maternas","Nacidos vivos","113","0"
"Cáceres","05120","BAJO CAUCA","2","POINT (-75.347874 7.582281)","2007","Maternas","Nacidos vivos","606","0"
"Caicedo","05125","OCCIDENTE","6","POINT (-75.982545 6.406072)","2007","Maternas","Nacidos vivos","165","0"
"Caldas","05129","VALLE DE ABURRA","1","POINT (-75.635534 6.09199)","2007","Maternas","Nacidos vivos","960","0"
"Campamento","05134","NORTE","5","POINT (-75.29634 6.979113)","2007","Maternas","Nacidos vivos","193","0"
"Cañasgordas","05138","OCCIDENTE","6","POINT (-76.025603 6.749957)","2007","Maternas","Nacidos vivos","233","0"
"Caracolí","05142","MAGDALENA MEDIO","3","POINT (-74.756712 6.410876)","2007","Maternas","Nacidos vivos","75","0"
"Caramanta","05145","SUROESTE","8","POINT (-75.644483 5.548681)","2007","Maternas","Nacidos vivos","70","0"
"Carepa","05147","URABA","9","POINT (-76.655568 7.755937)","2007","Maternas","Nacidos vivos","1,006","0"
"Carolina","05150","NORTE","5","POINT (-75.281494 6.723626)","2007","Maternas","Nacidos vivos","33","0"
"Caucasia","05154","BAJO CAUCA","2","POINT (-75.197397 7.989436)","2007","Maternas","Nacidos vivos","2,279","1"
"Chigorodó","05172","URABA","9","POINT (-76.685044 7.672652)","2007","Maternas","Nacidos vivos","1,517","1"
"Cisneros","05190","NORDESTE","4","POINT (-75.087684 6.538526)","2007","Maternas","Nacidos vivos","152","0"
"Ciudad Bolívar","05101","SUROESTE","8","POINT (-76.020994 5.850015)","2007","Maternas","Nacidos vivos","520","0"
"Cocorná","05197","ORIENTE","7","POINT (-75.185273 6.057769)","2007","Maternas","Nacidos vivos","197","0"
"Concepción","05206","ORIENTE","7","POINT (-75.259425 6.394975)","2007","Maternas","Nacidos vivos","59","0"
"Concordia","05209","SUROESTE","8","POINT (-75.907256 6.046154)","2007","Maternas","Nacidos vivos","355","0"
"Copacabana","05212","VALLE DE ABURRA","1","POINT (-75.508181 6.346097)","2007","Maternas","Nacidos vivos","737","0"
"Dabeiba","05234","OCCIDENTE","6","POINT (-76.266682 7.001567)","2007","Maternas","Nacidos vivos","306","1"
"Donmatías","05237","NORTE","5","POINT (-75.394608 6.486305)","2007","Maternas","Nacidos vivos","323","0"
"Ebéjico","05240","OCCIDENTE","6","POINT (-75.768514 6.326468)","2007","Maternas","Nacidos vivos","147","0"
"El Bagre","05250","BAJO CAUCA","2","POINT (-74.812977 7.60005)","2007","Maternas","Nacidos vivos","984","2"
"El Carmen de Viboral","05148","ORIENTE","7","POINT (-75.335351 6.083283)","2007","Maternas","Nacidos vivos","693","0"
"El Peñol","05541","ORIENTE","7","POINT (-75.161743 6.234274)","2007","Maternas","Nacidos vivos","227","0"
"El Retiro","05607","ORIENTE","7","POINT (-75.502683 6.057336)","2007","Maternas","Nacidos vivos","207","0"
"El Santuario","05697","ORIENTE","7","POINT (-75.265676 6.139528)","2007","Maternas","Nacidos vivos","471","0"
"Entrerríos","05264","NORTE","5","POINT (-75.517037 6.567385)","2007","Maternas","Nacidos vivos","178","0"
"Envigado","05266","VALLE DE ABURRA","1","POINT (-75.587333 6.16996)","2007","Maternas","Nacidos vivos","1,526","0"
"Fredonia","05282","SUROESTE","8","POINT (-75.671749 5.927145)","2007","Maternas","Nacidos vivos","295","0"
"Frontino","05284","OCCIDENTE","6","POINT (-76.128568 6.77975)","2007","Maternas","Nacidos vivos","260","0"
"Giraldo","05306","OCCIDENTE","6","POINT (-75.953365 6.680421)","2007","Maternas","Nacidos vivos","66","0"
"Girardota","05308","VALLE DE ABURRA","1","POINT (-75.446101 6.377536)","2007","Maternas","Nacidos vivos","547","1"
"Gómez Plata","05310","NORTE","5","POINT (-75.219375 6.681523)","2007","Maternas","Nacidos vivos","126","1"
"Granada","05313","ORIENTE","7","POINT (-75.18443 6.14432)","2007","Maternas","Nacidos vivos","139","0"
"Guadalupe","05315","NORTE","5","POINT (-75.240458 6.814987)","2007","Maternas","Nacidos vivos","95","0"
"Guarne","05318","ORIENTE","7","POINT (-75.442619 6.279958)","2007","Maternas","Nacidos vivos","491","0"
"Guatapé","05321","ORIENTE","7","POINT (-75.161723 6.234276)","2007","Maternas","Nacidos vivos","67","0"
"Heliconia","05347","OCCIDENTE","6","POINT (-75.733349 6.207128)","2007","Maternas","Nacidos vivos","70","0"
"Hispania","05353","SUROESTE","8","POINT (-75.907416 5.799621)","2007","Maternas","Nacidos vivos","59","0"
"Itagüí","05360","VALLE DE ABURRA","1","POINT (-75.609585 6.172619)","2007","Maternas","Nacidos vivos","3,110","0"
"Ituango","05361","NORTE","5","POINT (-75.764081 7.172568)","2007","Maternas","Nacidos vivos","424","0"
"Jardín","05364","SUROESTE","8","POINT (-75.819483 5.599097)","2007","Maternas","Nacidos vivos","243","0"
"Jericó","05368","SUROESTE","8","POINT (-75.786118 5.791557)","2007","Maternas","Nacidos vivos","170","0"
"La Ceja","05376","ORIENTE","7","POINT (-75.431681 6.030682)","2007","Maternas","Nacidos vivos","862","0"
"La Estrella","05380","VALLE DE ABURRA","1","POINT (-75.643382 6.157644)","2007","Maternas","Nacidos vivos","639","0"
"La Pintada","05390","SUROESTE","8","POINT (-75.606525 5.747143)","2007","Maternas","Nacidos vivos","115","0"
"La Unión","05400","ORIENTE","7","POINT (-75.361241 5.973832)","2007","Maternas","Nacidos vivos","317","0"
"Liborina","05411","OCCIDENTE","6","POINT (-75.811313 6.67786)","2007","Maternas","Nacidos vivos","173","0"
"Maceo","05425","MAGDALENA MEDIO","3","POINT (-74.673429 6.530691)","2007","Maternas","Nacidos vivos","147","0"
"Marinilla","05440","ORIENTE","7","POINT (-75.334772 6.173718)","2007","Maternas","Nacidos vivos","759","0"
"Medellín","05001","VALLE DE ABURRA","1","POINT (-75.564739 6.253104)","2007","Maternas","Nacidos vivos","33,781","10"
"Montebello","05467","SUROESTE","8","POINT (-75.524621 5.945694)","2007","Maternas","Nacidos vivos","92","0"
"Murindó","05475","URABA","9","POINT (-76.82131 6.981328)","2007","Maternas","Nacidos vivos","44","1"
"Mutatá","05480","URABA","9","POINT (-76.436928 7.245319)","2007","Maternas","Nacidos vivos","211","0"
"Nariño","05483","ORIENTE","7","POINT (-75.176323 5.609727)","2007","Maternas","Nacidos vivos","150","0"
"Nechí","05495","BAJO CAUCA","2","POINT (-74.775013 8.095003)","2007","Maternas","Nacidos vivos","575","0"
"Necoclí","05490","URABA","9","POINT (-76.786829 8.424299)","2007","Maternas","Nacidos vivos","999","2"
"Olaya","05501","OCCIDENTE","6","POINT (-75.81238 6.628142)","2007","Maternas","Nacidos vivos","44","0"
"Peque","05543","OCCIDENTE","6","POINT (-75.908927 7.021696)","2007","Maternas","Nacidos vivos","98","0"
"Pueblorrico","05576","SUROESTE","8","POINT (-75.841914 5.790844)","2007","Maternas","Nacidos vivos","106","0"
"Puerto Berrío","05579","MAGDALENA MEDIO","3","POINT (-74.402022 6.490753)","2007","Maternas","Nacidos vivos","946","0"
"Puerto Nare","05585","MAGDALENA MEDIO","3","POINT (-74.581675 6.187952)","2007","Maternas","Nacidos vivos","264","0"
"Puerto Triunfo","05591","MAGDALENA MEDIO","3","POINT (-74.640079 5.87335)","2007","Maternas","Nacidos vivos","286","0"
"Remedios","05604","NORDESTE","4","POINT (-74.69368 7.02808)","2007","Maternas","Nacidos vivos","447","0"
"Rionegro","05615","ORIENTE","7","POINT (-75.373872 6.153548)","2007","Maternas","Nacidos vivos","1,596","0"
"Sabanalarga","05628","OCCIDENTE","6","POINT (-75.818245 6.850482)","2007","Maternas","Nacidos vivos","154","1"
"Sabaneta","05631","VALLE DE ABURRA","1","POINT (-75.615491 6.15156)","2007","Maternas","Nacidos vivos","458","0"
"Salgar","05642","SUROESTE","8","POINT (-75.979184 5.963438)","2007","Maternas","Nacidos vivos","309","0"
"San Andrés de Cuerquia","05647","NORTE","5","POINT (-75.67649 6.914739)","2007","Maternas","Nacidos vivos","128","0"
"San Carlos","05649","ORIENTE","7","POINT (-74.992086 6.188726)","2007","Maternas","Nacidos vivos","176","1"
"San Francisco","05652","ORIENTE","7","POINT (-75.102069 5.964854)","2007","Maternas","Nacidos vivos","99","1"
"San Jerónimo","05656","OCCIDENTE","6","POINT (-75.72792 6.442677)","2007","Maternas","Nacidos vivos","162","0"
"San José de La Montaña","05658","NORTE","5","POINT (-75.683472 6.848958)","2007","Maternas","Nacidos vivos","59","0"
"San Juan de Urabá","05659","URABA","9","POINT (-76.524538 8.766496)","2007","Maternas","Nacidos vivos","439","0"
"San Luis","05660","ORIENTE","7","POINT (-74.994436 6.042772)","2007","Maternas","Nacidos vivos","233","0"
"San Pedro de Los Milagros","05664","NORTE","5","POINT (-75.555959 6.461815)","2007","Maternas","Nacidos vivos","434","0"
"San Pedro de Urabá","05665","URABA","9","POINT (-76.382921 8.277916)","2007","Maternas","Nacidos vivos","612","0"
"San Rafael","05667","ORIENTE","7","POINT (-75.028257 6.295426)","2007","Maternas","Nacidos vivos","201","0"
"San Roque","05670","NORDESTE","4","POINT (-75.019485 6.485044)","2007","Maternas","Nacidos vivos","306","0"
"San Vicente","05674","ORIENTE","7","POINT (-75.331782 6.282678)","2007","Maternas","Nacidos vivos","306","0"
"Santa Bárbara","05679","SUROESTE","8","POINT (-75.568167 5.874215)","2007","Maternas","Nacidos vivos","352","0"
"Santa Fe de Antioquia","05042","OCCIDENTE","6","POINT (-75.827742 6.556455)","2007","Maternas","Nacidos vivos","412","1"
"Santa Rosa de Osos","05686","NORTE","5","POINT (-75.460696 6.648965)","2007","Maternas","Nacidos vivos","622","1"
"Santo Domingo","05690","NORDESTE","4","POINT (-75.164398 6.471292)","2007","Maternas","Nacidos vivos","167","1"
"Segovia","05736","NORDESTE","4","POINT (-75.164407 6.471289)","2007","Maternas","Nacidos vivos","574","0"
"Sonsón","05756","ORIENTE","7","POINT (-75.31098 5.709254)","2007","Maternas","Nacidos vivos","639","1"
"Sopetrán","05761","OCCIDENTE","6","POINT (-75.742487 6.500955)","2007","Maternas","Nacidos vivos","198","0"
"Támesis","05789","SUROESTE","8","POINT (-75.712508 5.662788)","2007","Maternas","Nacidos vivos","209","0"
"Tarazá","05790","BAJO CAUCA","2","POINT (-75.39983 7.58049)","2007","Maternas","Nacidos vivos","894","2"
"Tarso","05792","SUROESTE","8","POINT (-75.82213 5.865469)","2007","Maternas","Nacidos vivos","91","0"
"Titiribí","05809","SUROESTE","8","POINT (-75.793717 6.063419)","2007","Maternas","Nacidos vivos","136","0"
"Toledo","05819","NORTE","5","POINT (-75.691555 7.01096)","2007","Maternas","Nacidos vivos","128","0"
"Turbo","05837","URABA","9","POINT (-76.728476 8.095151)","2007","Maternas","Nacidos vivos","3,639","2"
"Uramita","05842","OCCIDENTE","6","POINT (-76.266639 7.001396)","2007","Maternas","Nacidos vivos","123","0"
"Urrao","05847","SUROESTE","8","POINT (-76.134557 6.317018)","2007","Maternas","Nacidos vivos","421","1"
"Valdivia","05854","NORTE","5","POINT (-75.391627 7.292119)","2007","Maternas","Nacidos vivos","392","1"
"Valparaíso","05856","SUROESTE","8","POINT (-75.62448 5.616356)","2007","Maternas","Nacidos vivos","93","0"
"Vegachí","05858","NORDESTE","4","POINT (-74.798745 6.77151)","2007","Maternas","Nacidos vivos","230","0"
"Venecia","05861","SUROESTE","8","POINT (-75.733897 5.963555)","2007","Maternas","Nacidos vivos","209","0"
"Vigía del Fuerte","05873","URABA","9","POINT (-76.896085 6.589081)","2007","Maternas","Nacidos vivos","103","0"
"Yalí","05885","NORDESTE","4","POINT (-74.842107 6.675328)","2007","Maternas","Nacidos vivos","106","0"
"Yarumal","05887","NORTE","5","POINT (-75.416733 6.963321)","2007","Maternas","Nacidos vivos","937","0"
"Yolombó","05890","NORDESTE","4","POINT (-75.01183 6.59926)","2007","Maternas","Nacidos vivos","383","0"
"Yondó","05893","MAGDALENA MEDIO","3","POINT (-73.909599 7.007398)","2007","Maternas","Nacidos vivos","280","0"
"Zaragoza","05895","BAJO CAUCA","2","POINT (-74.868261 7.492548)","2007","Maternas","Nacidos vivos","596","0"
"Abejorral","05002","ORIENTE","7","POINT (-75.427045 5.79145)","2008","Maternas","Nacidos vivos","309","1"
"Abriaquí","05004","OCCIDENTE","6","POINT (-76.064563 6.63197)","2008","Maternas","Nacidos vivos","27","0"
"Alejandría","05021","ORIENTE","7","POINT (-75.141258 6.376923)","2008","Maternas","Nacidos vivos","69","0"
"Amagá","05030","SUROESTE","8","POINT (-75.703216 6.04063)","2008","Maternas","Nacidos vivos","361","0"
"Amalfi","05031","NORDESTE","4","POINT (-75.075028 6.907385)","2008","Maternas","Nacidos vivos","411","0"
"Andes","05034","SUROESTE","8","POINT (-75.877699 5.655629)","2008","Maternas","Nacidos vivos","650","1"
"Angelópolis","05036","SUROESTE","8","POINT (-75.710262 6.111531)","2008","Maternas","Nacidos vivos","85","0"
"Angostura","05038","NORTE","5","POINT (-75.334973 6.885789)","2008","Maternas","Nacidos vivos","179","0"
"Anorí","05040","NORDESTE","4","POINT (-75.145827 7.073577)","2008","Maternas","Nacidos vivos","283","1"
"Anzá","05044","OCCIDENTE","6","POINT (-75.854027 6.303405)","2008","Maternas","Nacidos vivos","121","0"
"Apartadó","05045","URABA","9","POINT (-76.630692 7.887047)","2008","Maternas","Nacidos vivos","2,801","1"
"Arboletes","05051","URABA","9","POINT (-76.427353 8.852936)","2008","Maternas","Nacidos vivos","494","0"
"Argelia","05055","ORIENTE","7","POINT (-75.142821 5.731236)","2008","Maternas","Nacidos vivos","148","0"
"Armenia","05059","OCCIDENTE","6","POINT (-75.787666 6.156497)","2008","Maternas","Nacidos vivos","56","0"
"Barbosa","05079","VALLE DE ABURRA","1","POINT (-75.331286 6.437248)","2008","Maternas","Nacidos vivos","629","0"
"Bello","05088","VALLE DE ABURRA","1","POINT (-75.558281 6.334985)","2008","Maternas","Nacidos vivos","5,597","2"
"Belmira","05086","NORTE","5","POINT (-75.667252 6.606713)","2008","Maternas","Nacidos vivos","91","0"
"Betania","05091","SUROESTE","8","POINT (-75.976261 5.745292)","2008","Maternas","Nacidos vivos","144","0"
"Betulia","05093","SUROESTE","8","POINT (-75.984594 6.113454)","2008","Maternas","Nacidos vivos","262","0"
"Briceño","05107","NORTE","5","POINT (-75.551532 7.110465)","2008","Maternas","Nacidos vivos","187","0"
"Buriticá","05113","OCCIDENTE","6","POINT (-75.907102 6.719872)","2008","Maternas","Nacidos vivos","123","0"
"Cáceres","05120","BAJO CAUCA","2","POINT (-75.347874 7.582281)","2008","Maternas","Nacidos vivos","674","0"
"Caicedo","05125","OCCIDENTE","6","POINT (-75.982545 6.406072)","2008","Maternas","Nacidos vivos","155","0"
"Caldas","05129","VALLE DE ABURRA","1","POINT (-75.635534 6.09199)","2008","Maternas","Nacidos vivos","899","0"
"Campamento","05134","NORTE","5","POINT (-75.29634 6.979113)","2008","Maternas","Nacidos vivos","145","0"
"Cañasgordas","05138","OCCIDENTE","6","POINT (-76.025603 6.749957)","2008","Maternas","Nacidos vivos","190","0"
"Caracolí","05142","MAGDALENA MEDIO","3","POINT (-74.756712 6.410876)","2008","Maternas","Nacidos vivos","57","0"
"Caramanta","05145","SUROESTE","8","POINT (-75.644483 5.548681)","2008","Maternas","Nacidos vivos","62","0"
"Carepa","05147","URABA","9","POINT (-76.655568 7.755937)","2008","Maternas","Nacidos vivos","932","0"
"Carolina","05150","NORTE","5","POINT (-75.281494 6.723626)","2008","Maternas","Nacidos vivos","39","0"
"Caucasia","05154","BAJO CAUCA","2","POINT (-75.197397 7.989436)","2008","Maternas","Nacidos vivos","2,226","1"
"Chigorodó","05172","URABA","9","POINT (-76.685044 7.672652)","2008","Maternas","Nacidos vivos","1,512","0"
"Cisneros","05190","NORDESTE","4","POINT (-75.087684 6.538526)","2008","Maternas","Nacidos vivos","165","0"
"Ciudad Bolívar","05101","SUROESTE","8","POINT (-76.020994 5.850015)","2008","Maternas","Nacidos vivos","505","0"
"Cocorná","05197","ORIENTE","7","POINT (-75.185273 6.057769)","2008","Maternas","Nacidos vivos","201","1"
"Concepción","05206","ORIENTE","7","POINT (-75.259425 6.394975)","2008","Maternas","Nacidos vivos","62","0"
